battery,t_bucket,arr,bp,fever,action,q
10,27,0,0,1,0,3,267.03478473555157
10,35,1,0,1,0,4,265.36495331199035
10,57,0,1,1,1,2,274.49296727659066
10,0,1,1,0,1,4,263.11865533448497
10,1,1,0,0,1,4,266.8042176865379
10,12,1,1,1,0,4,270.6654382113375
10,31,1,1,0,1,4,277.72262114514643
10,29,1,0,1,1,0,265.43813243886393
10,46,1,1,1,0,7,299.39440011090767
10,0,1,1,1,1,6,286.99569114152393
10,27,0,1,1,0,7,271.57942066151617
10,44,1,1,1,1,6,303.69715092167206
10,54,1,1,1,0,5,287.28560237603256
10,55,1,0,1,1,5,276.4868803814345
10,13,1,1,0,1,1,251.8911326040787
10,26,1,1,0,0,5,274.95033527788365
10,2,1,0,1,0,0,254.76344937471143
10,17,0,1,1,0,3,285.2894270190821
10,22,0,0,1,0,0,260.46054346329953
10,26,0,0,1,1,4,251.1418356003339
10,29,1,0,1,0,2,255.0490188287555
10,30,1,0,0,1,4,264.4591928432197
10,42,1,1,1,1,0,263.36244650270436
10,46,1,0,1,0,2,255.63856340308936
10,8,0,0,1,1,4,257.82537961609637
10,14,0,0,1,0,5,264.91004621304756
10,41,1,0,1,1,6,278.1472918370702
10,51,0,1,1,0,2,260.9352220570656
10,2,0,1,0,1,7,265.978635545247
10,14,1,0,0,1,7,269.02762543858876
10,30,1,1,0,1,1,267.87336808372754
10,40,1,1,1,0,3,274.48078413569425
10,59,0,1,1,1,1,268.39047310954663
10,5,1,0,1,0,2,273.9609929831997
10,8,0,1,1,1,3,281.7892703485476
10,19,1,1,0,0,4,268.248784047715
10,36,0,1,1,1,3,285.7805449982656
10,46,0,1,1,1,3,274.89350316007113
10,6,1,0,1,1,1,272.2783580214816
10,9,1,1,1,1,1,283.6694582612796
10,13,1,1,1,1,3,285.41779061295864
10,15,1,0,1,1,1,280.0035222090069
10,16,1,0,1,1,7,278.38661112898814
10,23,0,1,1,1,1,271.98632377379806
10,30,0,1,0,1,5,260.1835178971067
10,59,1,1,0,1,2,267.2218461874891
10,6,0,1,0,1,2,271.0593607115084
10,41,0,0,1,1,6,245.84495703451827
10,56,0,0,0,1,4,250.05836219254024
10,57,1,1,0,0,1,255.35434352885758
10,3,1,1,1,0,0,259.20353655673705
10,22,0,0,1,0,2,258.197614978858
10,34,1,0,0,1,4,273.2341126442759
10,35,1,1,1,1,3,289.8168131326216
10,36,1,0,0,1,4,262.9083651899632
10,48,1,0,1,0,6,271.26208756421704
10,3,0,1,0,1,0,256.2874118378661
10,8,0,0,1,0,1,271.68967334131133
10,29,1,1,0,1,5,276.2674247180477
10,31,1,0,1,0,6,271.33159937083127
10,57,0,1,1,1,0,256.5246036594133
10,59,1,0,1,0,7,276.4186998342661
10,14,0,1,1,1,1,275.2834441280291
10,39,0,0,1,1,7,276.7664565454747
10,41,1,0,0,0,1,249.20796437763764
10,50,1,1,0,1,2,276.68882497273944
10,51,1,0,1,1,3,263.0550324835566
10,9,1,0,1,1,7,292.61099020189243
10,20,1,1,0,1,4,274.3753748030109
10,25,1,0,0,1,3,256.58147134480214
10,26,1,1,0,1,6,284.7183054831516
10,48,1,0,0,1,7,264.9212666583445
10,52,0,0,1,1,0,242.97408471272166
10,0,0,1,1,1,3,275.00625051673023
10,1,0,0,1,0,3,267.41571681717164
10,13,0,0,1,1,6,249.79649617511768
10,49,0,0,1,1,7,265.2618900478747
10,8,1,0,0,1,1,262.23638766478985
10,22,1,0,1,1,5,283.25057692997825
10,29,0,0,0,1,0,258.31124547263005
10,37,1,1,1,0,5,295.7396847266529
10,45,0,0,1,0,1,270.4751136654642
10,46,1,0,1,0,5,285.49441957969043
10,40,1,0,0,0,4,265.1320824061146
10,20,0,0,1,1,2,253.93771527293706
10,27,0,0,1,1,7,264.7252196864048
10,28,1,0,1,0,7,277.8240206138695
10,40,1,1,0,1,1,260.88323822063546
10,6,1,0,1,1,5,284.9224223887052
10,32,1,0,0,1,5,267.7244177589391
10,55,0,1,1,1,2,265.4645457322825
10,0,1,0,1,0,6,266.53767431067797
10,2,1,1,1,0,7,289.226163107564
10,7,1,0,0,1,5,264.6424326822304
10,11,0,1,1,0,1,275.05852148423617
10,21,0,0,0,1,3,255.1462348437322
10,32,1,0,1,0,3,280.8424311293222
10,34,1,1,0,0,4,260.30484979784023
10,39,1,1,0,0,4,279.4179501338585
10,40,1,0,1,1,6,280.71955415215007
10,44,1,0,1,0,3,265.56180168317763
10,5,1,0,0,1,1,269.78004631522805
10,6,1,1,1,1,0,263.92242486414887
10,10,1,1,0,0,5,267.70573775007284
10,40,1,1,0,1,0,261.2827797240825
10,6,1,1,0,1,5,272.27885337074946
10,33,0,0,1,0,6,260.20956330354005
10,37,1,1,0,0,4,270.2320856264465
10,52,0,1,1,1,1,257.7207018377412
10,7,1,1,1,1,6,292.67331979856834
10,26,1,0,0,1,4,264.3780601622083
10,45,1,0,1,0,2,249.53921022210955
10,28,0,0,1,1,7,266.4986135905225
10,32,1,1,1,0,4,279.9328949861301
10,34,1,1,0,1,2,272.69431320452725
10,43,1,1,1,1,3,296.8226423206012
10,58,1,1,0,0,6,282.50443872901457
10,37,0,1,1,0,3,289.25030187836904
10,39,0,1,1,1,4,259.9583272302868
10,42,1,0,0,1,4,273.78683139284146
10,30,0,1,1,0,4,257.2053771552552
10,52,1,1,1,1,4,282.48843333047887
10,1,0,0,1,0,4,251.99072502492584
10,4,0,1,1,0,7,281.35710269670557
10,10,1,0,1,1,7,292.02639966323653
10,15,1,0,1,0,7,285.845171351291
10,24,0,0,1,1,2,253.63325612137422
10,30,1,1,1,1,2,279.5795591220658
10,53,1,1,1,0,4,268.1864371105664
10,19,0,1,1,0,1,275.9468707668865
10,30,1,0,0,1,3,252.80283543328903
10,36,0,1,1,0,1,273.433033333468
10,42,1,1,0,1,3,270.6834230415862
10,24,1,1,0,1,4,279.74135755421423
10,25,1,1,0,1,7,281.69232726493556
10,31,0,1,0,1,4,264.49581191061947
10,36,1,1,0,1,0,257.9273780852913
10,32,1,1,0,1,1,256.33628179390905
10,33,0,1,1,1,4,254.28779291745974
10,38,1,1,0,1,5,267.92144041215505
10,42,0,1,1,1,6,266.7910505144047
10,8,1,1,0,1,2,260.79337351038015
10,20,0,0,1,1,7,261.4127207339213
10,23,0,1,1,1,0,259.2289027936069
10,39,0,0,1,1,0,261.6971909110781
10,43,0,1,1,0,6,267.21210060830134
10,1,1,1,0,0,5,278.6284992404062
10,16,0,0,0,1,1,254.44358571704845
10,19,1,1,0,1,1,250.36557052212905
10,31,0,1,0,1,0,265.3194401711739
10,45,1,0,1,1,4,262.7288537575093
10,50,0,1,1,0,1,268.65725876175185
10,55,0,1,1,1,7,278.8470211251796
10,18,0,1,1,1,0,244.80441884576106
10,33,0,0,1,1,3,276.76862946908113
10,37,1,0,1,1,0,244.08639174998174
10,26,1,0,0,1,1,257.2042913248173
10,41,1,0,0,1,7,266.29427462590274
10,50,1,1,1,0,0,255.86525632711567
10,52,1,1,0,1,4,269.11743511251115
10,54,1,1,0,1,2,263.5615566234241
10,55,0,0,1,1,6,242.7984625848024
10,59,1,0,0,1,6,258.6472766533766
10,18,0,0,1,1,3,264.97839858874374
10,51,0,1,1,1,2,266.77683564832927
10,18,1,1,0,1,3,274.8316398485108
10,22,1,1,0,1,1,257.53645391174234
10,33,0,0,1,1,6,265.5097036439579
10,38,1,1,1,0,0,258.8362979630761
10,0,0,1,1,1,2,264.0575010784802
10,7,1,1,1,1,3,294.6711533884955
10,8,1,1,0,1,7,277.3713903844629
10,14,1,0,0,1,5,268.62466093632867
10,52,0,0,1,0,1,265.0250010142014
10,9,0,1,0,1,3,268.15147909200743
10,12,0,1,1,0,3,288.5561740039197
10,41,1,1,1,1,2,271.1949544466807
10,43,1,1,1,0,7,301.6426912785595
10,44,0,1,0,1,5,255.3841052883562
10,57,1,0,1,1,0,247.1999590712072
10,3,1,0,1,0,7,283.5405464111574
10,4,0,1,1,1,6,262.6030113406939
10,18,1,1,1,0,5,282.30523151144564
10,23,1,1,1,0,7,292.8747480136755
10,33,1,0,1,0,3,278.95382037940595
10,45,1,1,1,0,2,277.2467458472944
10,51,1,0,1,1,5,274.721430557946
10,53,1,0,0,0,2,269.0939227395262
10,21,0,0,1,1,3,269.1730533533348
10,24,1,1,0,0,0,256.8543047446407
10,46,0,1,1,1,5,261.2782915467628
10,25,0,1,1,1,3,280.27161647537304
10,39,1,0,1,0,6,276.761287985704
10,10,0,1,1,0,7,284.7679076994393
10,24,0,1,1,0,6,281.82760227486887
10,25,0,1,1,0,1,270.27630453908745
10,47,1,0,1,0,3,257.2027930516873
10,1,1,1,1,0,1,265.3115639913368
10,10,1,0,1,0,0,254.36068013098054
10,11,0,1,1,1,5,288.08932957186335
10,46,1,0,1,0,7,283.69467742146566
10,56,1,1,1,0,0,258.9952393868068
10,4,0,0,1,0,1,269.4549959946464
10,12,0,1,1,1,4,267.77572799878436
10,23,0,1,1,1,5,274.5707736499009
10,38,1,1,1,1,5,295.418536181333
10,39,0,0,1,1,5,271.2664454500337
10,41,1,1,0,1,4,265.081930292576
10,45,0,1,1,1,3,271.34892285110396
10,15,1,1,0,0,2,268.3040436986837
10,27,1,1,0,1,6,292.1926810285551
10,37,0,0,1,0,5,273.3932879316909
10,42,1,0,1,0,6,268.104405042739
10,51,1,0,0,1,4,272.3131605327603
10,12,0,1,1,1,2,278.2393067490338
10,22,1,1,0,1,3,268.5930876664706
10,29,0,0,1,1,3,267.45516688586656
10,5,0,0,1,1,4,258.83200408355503
10,17,0,0,1,0,7,266.3644165264303
10,18,0,1,1,0,5,265.84342865263375
10,23,0,0,1,1,1,264.824165313605
10,26,1,1,1,0,2,261.5444521603379
10,32,0,1,1,1,6,271.6821303976732
10,54,1,0,1,0,6,264.5754898700787
10,55,0,0,1,1,7,255.5883720225247
10,1,1,1,0,1,3,265.23778927658213
10,15,0,1,1,1,2,261.94762109670916
10,19,1,0,1,0,5,285.34552532876063
10,23,1,1,0,0,6,287.37600201313205
10,29,1,1,0,0,6,284.27567543268026
10,35,0,1,1,1,6,268.7456881804825
10,41,1,1,1,0,1,269.12194087027984
10,6,1,1,0,1,6,286.97947783851174
10,14,0,1,1,0,2,265.48106337543953
10,37,1,1,1,0,6,295.8367146386017
10,38,1,0,1,1,4,270.276216880974
10,14,1,0,1,1,0,251.7925479324707
10,27,1,1,1,0,1,285.38352714588336
10,58,1,0,1,1,3,268.53107780666636
10,59,0,1,1,1,4,251.9380447078227
10,1,1,0,1,1,1,276.90300844833035
10,51,0,1,1,0,3,273.68397664000605
10,39,1,1,1,1,7,305.48806321067394
10,45,0,1,1,1,4,243.13560014639148
10,56,1,0,1,0,1,274.5057457660875
10,15,0,1,1,0,4,251.19620050808288
10,35,0,0,1,0,1,266.6944987999788
10,49,1,1,0,1,3,265.95214431719097
10,15,0,0,0,1,2,249.42892374009486
10,16,1,1,1,0,3,284.61398709310595
10,31,0,1,1,1,1,271.6390831335509
10,7,0,1,1,1,1,278.4964503802486
10,15,1,1,0,0,5,270.44958965194513
10,24,0,0,1,1,7,265.5355839826108
10,46,0,1,1,0,3,281.41695244033775
10,8,1,1,0,1,6,275.5926704823827
10,22,1,1,0,0,4,276.50160075403403
10,23,1,0,0,1,1,249.6247602286045
10,24,0,0,1,1,6,253.36701614340865
10,54,1,1,0,1,4,265.18306125061616
10,11,1,1,1,0,7,334.2541693607978
10,12,1,1,1,1,7,302.98315114214614
10,45,1,0,0,0,1,252.11862519289397
10,3,0,0,1,1,4,256.26376527076576
10,22,0,1,1,1,6,261.51895750320597
10,29,1,1,1,0,0,266.3398887416452
10,31,0,1,1,0,5,272.87666587473643
10,52,1,1,1,0,2,268.948830242243
10,5,1,1,1,0,5,299.9710202985577
10,18,0,1,1,1,4,245.98817915637113
10,24,0,1,1,1,5,273.7602016655144
10,32,1,1,0,1,6,286.438886455985
10,57,0,0,1,0,4,252.77532903531986
10,23,1,0,1,0,2,249.60561542337132
10,35,1,0,1,0,6,264.45675434878547
10,4,1,1,1,0,5,293.11485203219394
10,9,0,1,0,1,1,251.57079405809887
10,5,0,1,1,1,7,299.5925472165789
10,8,1,0,1,0,7,284.37048312805115
10,18,1,1,0,0,3,269.6733487010887
10,21,1,0,0,1,1,256.48847631435956
10,43,0,1,1,0,2,267.781986652855
10,54,0,1,1,1,2,278.32596871639964
10,25,0,1,1,0,0,257.3965957054912
10,49,1,0,1,0,2,248.09268623737916
10,0,1,0,0,1,3,249.73002751024143
10,12,1,0,1,1,2,266.3103264112881
10,32,1,0,1,1,2,264.8989853532571
10,54,1,1,0,0,5,268.2558913822069
10,0,1,0,0,1,6,261.62526988832917
10,16,0,0,1,1,1,271.8803302363255
10,19,1,1,0,1,2,263.6890213758785
10,56,1,0,1,1,2,260.1068623749466
10,34,1,0,1,1,0,262.808092305686
10,58,1,1,1,0,0,259.52131145538306
10,59,1,1,0,1,3,267.49717149483877
10,16,1,0,0,1,0,249.1979007918879
10,44,1,0,1,1,5,286.99724749932517
10,49,1,0,1,1,4,284.83454967506447
10,55,0,0,1,0,5,266.75778211831573
10,9,1,0,1,0,4,271.9601106823391
10,20,1,0,1,0,3,273.61618902256714
10,54,1,0,1,1,6,269.7244412204551
10,55,1,1,0,1,6,287.16148867834386
10,10,1,0,1,0,6,269.10822812659467
10,19,0,1,1,1,4,249.58805658022405
10,28,1,1,0,1,2,279.9231466621724
10,29,1,0,1,1,2,265.24141661843737
10,30,0,1,1,1,0,273.9154575916793
10,43,0,0,1,1,0,255.26375865066683
10,1,1,1,1,1,7,312.3649515729056
10,28,0,0,1,0,0,257.51333441195163
10,38,0,1,1,1,7,289.4784865264746
10,50,0,1,1,1,6,289.428640060989
10,51,1,0,1,0,7,282.56544018693575
10,13,1,0,0,1,5,255.99068061905376
10,53,0,0,1,0,0,248.92413877812567
10,56,1,1,1,0,3,286.79395839067917
10,35,1,0,1,1,0,251.96008847310463
10,45,0,1,1,1,7,273.99423250427606
10,56,0,0,1,1,0,257.53982185785867
10,4,1,0,0,1,0,257.12439298642556
10,8,0,1,1,0,3,279.5185202190162
10,12,1,1,0,0,7,280.029606248565
10,13,1,0,1,1,1,268.1494850420938
10,54,0,1,1,1,6,278.9607549235049
10,44,0,0,1,0,0,245.14368699459158
10,3,1,0,1,1,6,270.5949355922136
10,12,1,1,1,0,3,290.11142536132604
10,14,1,0,1,0,0,251.9240232313016
10,27,1,1,0,0,4,271.4031331284162
10,44,1,0,1,0,2,252.86193639687642
10,29,0,1,1,1,4,259.3795127001638
10,9,0,0,1,1,7,263.62933924019273
10,21,1,0,1,0,7,288.6067512678195
10,42,1,1,1,0,4,278.90848880439256
10,49,1,1,0,1,7,274.1947570210518
10,53,0,0,1,1,1,266.66393577577185
10,15,1,1,0,0,1,254.97387920586127
10,18,1,1,1,0,6,284.48387377736066
10,24,1,1,1,0,6,287.9225098723564
10,4,1,0,1,0,6,269.97339471472964
10,1,0,1,1,1,6,267.1160331626132
10,20,0,1,1,0,2,284.0724313445078
10,23,1,1,0,1,1,267.96652463261194
10,44,0,0,1,1,2,257.75415841066086
10,58,1,0,1,1,2,255.23173162074812
10,17,0,1,1,0,1,271.4294664326753
10,57,1,1,0,0,5,266.61633943362114
10,16,0,1,1,0,6,269.7705134919627
10,53,1,1,0,1,7,286.1736933320268
10,9,0,0,1,1,0,252.62041218216012
10,10,0,1,1,0,1,270.394643466524
10,27,0,1,1,0,1,258.2200621437232
10,33,1,0,1,1,2,269.1798383910852
10,45,1,1,1,0,3,290.9313609325949
10,47,0,1,1,1,6,261.6652678522125
10,11,1,0,1,0,2,254.1456450348706
10,45,0,1,1,0,5,270.4347542795102
10,50,1,1,1,0,7,299.01104106275045
10,13,1,1,1,0,7,300.78767522670705
10,22,1,1,1,0,3,288.14025444700354
10,40,1,0,1,1,3,281.8308129141256
10,12,1,0,1,0,2,250.07165742731306
10,16,1,1,1,0,0,252.4928463051635
10,35,1,1,1,0,2,275.7843418156503
10,6,1,1,1,1,4,278.2521985090168
10,28,0,0,0,1,5,254.46354901815477
10,31,0,0,1,1,5,271.4718442829502
10,38,1,1,0,1,1,255.56244488228435
10,12,0,0,1,1,7,263.00681272537656
10,21,0,1,1,1,6,272.1723652350123
10,23,0,0,1,0,4,254.1735412109441
10,38,1,0,0,1,2,257.19101233794055
10,43,1,1,1,0,1,272.22455940883725
10,23,0,1,1,0,2,278.6913721903553
10,41,1,1,0,1,6,276.37173075201696
10,47,1,1,0,1,7,281.9223676963703
10,39,1,0,0,1,1,252.52389916819217
10,16,1,1,0,1,0,250.53335564048555
10,58,0,0,1,1,2,249.48576568315937
10,8,1,0,0,1,2,257.1372478152634
10,29,0,1,1,0,3,282.57634978572986
10,34,0,1,1,0,4,247.57741344826746
10,58,1,0,0,1,3,252.21896331675197
10,40,1,1,0,1,2,275.7134363070191
10,41,1,0,0,1,4,265.4587223782524
10,23,1,1,1,0,1,263.0214980675333
10,19,0,0,1,1,6,251.81261832046533
10,44,0,0,1,0,7,257.25582029009587
10,13,0,0,1,1,0,249.90513698995744
10,37,0,1,1,0,0,258.75435764303256
10,43,0,1,0,1,3,273.19802199472036
10,59,1,0,1,0,2,249.38388929460177
10,2,0,1,1,0,0,254.46260824879144
10,24,0,0,0,1,2,248.25400988089075
10,20,1,1,1,0,1,274.56809157575293
10,34,1,0,1,0,3,271.7076643699234
10,27,0,1,1,1,2,286.85352876900674
10,29,1,0,0,1,5,271.9379924959183
10,58,1,1,0,1,6,281.73669404711035
10,41,1,0,1,0,5,275.77494393781615
10,50,1,0,1,0,4,271.7002123488988
10,55,1,1,1,0,3,291.544881267912
10,39,0,1,1,0,2,270.53768955225405
10,26,0,1,1,0,2,273.1374391727192
10,28,0,0,1,1,2,256.050353958384
10,48,1,1,1,0,7,298.2657761800469
10,53,1,1,1,0,6,286.31414139088093
10,14,1,1,1,1,0,252.0273079267972
10,18,1,0,1,0,3,271.0344048864304
10,27,1,1,0,0,1,252.93472060183205
10,35,1,0,1,1,5,278.83728312686213
10,46,1,1,0,0,0,259.80957756088407
10,3,0,0,0,1,3,247.59222996579408
10,5,0,1,1,0,7,274.7619022491522
10,19,1,1,1,1,2,279.1647567801404
10,20,1,0,0,1,5,268.11068164428116
10,26,1,0,1,1,4,283.529132905865
10,33,1,1,1,0,2,263.95272308321756
10,57,1,1,1,1,4,274.82470744786747
10,15,1,1,0,1,0,258.0355063199331
10,47,1,1,1,0,3,299.2886674581089
10,48,0,1,1,1,6,265.3381580691669
10,18,0,1,1,0,1,265.4021011484333
10,20,1,1,0,1,7,289.1682740493065
10,33,0,0,1,1,0,259.5669354233302
10,41,1,0,1,0,3,268.0514959732854
10,50,1,1,0,1,5,267.7621108479559
10,0,1,0,1,1,3,273.41840768712717
10,2,0,0,1,1,7,259.8015901937272
10,13,1,1,1,0,1,273.9594307468249
10,15,1,0,1,0,5,284.8968983801558
10,47,1,0,0,1,6,259.0916613369101
10,17,0,1,1,1,7,282.75289214836477
10,36,0,0,1,1,7,263.88590440902084
10,8,1,0,1,1,5,294.5779446014758
10,9,1,1,1,1,5,296.7633612115231
10,24,0,1,1,1,3,283.56627658908843
10,42,1,0,1,1,1,261.7615475889206
10,48,0,1,1,0,1,283.4100043296267
10,21,1,0,1,1,7,281.87915161251345
10,44,0,1,1,1,3,275.2655663987497
10,53,1,0,1,1,5,317.7980591732682
10,14,0,1,1,1,7,289.97304919057257
10,56,1,1,0,1,4,268.67860699446413
10,11,1,1,0,1,3,275.01754513297703
10,12,1,1,1,1,3,287.8566668999101
10,39,0,1,1,1,3,284.5689630744347
10,40,0,1,1,0,0,256.1788602329305
10,11,0,1,1,1,0,272.5099647472344
10,32,1,0,1,1,0,263.659742665912
10,5,1,1,0,1,3,277.6680449134736
10,12,0,0,1,0,2,248.7624273754545
10,47,1,0,1,0,2,241.88482300022895
10,59,0,0,1,0,6,254.72183257920472
10,9,1,1,0,1,0,260.85328593374504
10,48,1,1,0,1,5,269.2389621319435
10,24,0,1,1,0,2,283.1006669054057
10,46,0,1,1,0,4,255.36421722922765
10,29,1,0,1,0,7,284.29853546381725
10,50,0,0,1,0,6,260.66303073695474
10,53,0,1,1,0,1,274.1414160864154
10,29,1,0,1,1,7,290.95021959802654
10,50,1,1,1,0,4,267.5190139053314
10,55,1,0,0,1,1,246.8847505510009
10,56,0,1,0,1,5,259.76578204359987
10,57,0,1,1,0,0,249.73640694907218
10,36,1,1,1,0,0,257.518409413719
10,7,0,1,1,0,3,280.43706617267424
10,17,1,0,1,0,0,251.91356941481052
10,1,0,0,1,1,3,263.6336218305361
10,3,1,0,1,0,6,268.27635486132294
10,10,0,1,1,1,3,305.6537702457488
10,24,1,1,1,0,0,258.01530776772887
10,4,0,0,1,1,3,269.66993691700566
10,26,1,1,1,1,2,273.5200385071851
10,29,1,1,0,1,2,279.5268633656271
10,45,1,0,0,1,7,263.51061542329023
10,46,1,0,1,1,1,265.8468768272877
10,50,0,0,1,1,7,275.8514143830663
10,58,1,0,1,0,3,270.27603539312463
10,6,1,1,1,1,3,296.47983236134024
10,28,0,1,1,0,1,271.07134652827943
10,34,0,0,1,1,0,266.05444743311153
10,51,1,1,1,0,1,261.4596137837653
10,31,1,1,1,0,7,298.1342287920912
10,41,0,1,1,1,6,290.1643101771328
10,43,1,0,1,1,1,262.86153654785625
10,49,1,1,0,1,4,262.8743067552085
10,2,1,0,1,1,5,291.7029321795816
10,18,0,1,1,1,2,260.725049593692
10,44,0,1,1,0,5,272.62289548225505
10,39,1,0,1,1,6,266.6134303868387
10,0,0,0,1,1,7,264.47402408962853
10,1,0,1,1,0,2,268.9813998854264
10,3,0,1,1,1,3,287.45268995304804
10,5,0,0,1,1,1,268.86664442291163
10,19,0,0,1,0,4,260.4844987326956
10,0,0,1,1,0,0,259.57619653088625
10,36,1,1,1,1,7,305.132224358149
10,41,0,1,1,0,4,256.92703109087404
10,11,1,0,1,0,3,274.6214633523439
10,29,0,0,1,0,4,252.19400546616907
10,35,1,0,1,1,3,266.7819378673356
10,19,0,0,1,0,5,271.35838375009484
10,43,1,1,1,1,0,266.90187211224617
10,3,1,1,0,0,5,266.4365846754588
10,11,1,0,0,1,3,259.55178209393796
10,43,0,1,1,1,6,270.73876793267425
10,17,1,0,0,1,6,267.5935355084297
10,19,1,1,1,1,0,262.45441716645735
10,51,1,0,0,1,1,255.48110058143942
10,6,1,0,0,1,5,271.1883745634941
10,7,1,1,0,1,1,257.2965959769519
10,16,0,0,1,0,4,258.1959526508578
10,33,1,1,1,0,6,279.0066302952107
10,37,1,0,1,0,7,292.72491877180425
10,49,0,0,1,1,2,250.3262583112069
10,47,1,1,0,0,2,266.5502291616017
10,52,1,1,1,1,3,298.7646584477382
10,10,1,1,1,0,2,258.18353981273924
10,14,1,0,1,0,6,265.66294949311776
10,34,1,0,1,0,5,283.8992485299676
10,46,1,1,0,1,2,264.56841881052617
10,54,1,0,1,0,1,262.0309881752564
10,3,0,1,1,1,6,280.7982507321785
10,5,1,0,1,1,4,266.3680307216299
10,7,0,1,1,0,0,251.81602370427808
10,57,0,1,0,1,1,247.09611330081188
10,42,1,0,0,1,6,273.96701626882316
10,4,0,1,1,1,5,263.86118923539556
10,34,1,0,0,1,0,261.34772137221137
10,12,1,1,0,1,5,268.4217699393281
10,28,0,0,1,0,4,262.4463587233901
10,10,0,0,1,0,3,267.2445491876963
10,49,0,1,1,1,0,241.57944412594972
10,29,0,0,1,1,5,268.1812810098846
10,45,1,0,1,1,1,261.21174888811623
10,8,1,1,1,0,6,290.6467369966238
10,24,0,1,1,1,2,269.49979013009016
10,46,0,1,0,1,7,261.0315517544373
10,11,0,0,1,1,1,271.4053913121388
10,14,0,0,1,0,7,266.0813771299935
10,17,1,1,1,0,3,291.51055494497524
10,16,1,1,1,0,4,266.86150918664
10,19,1,0,0,1,2,257.86982795364884
10,39,1,1,1,0,7,306.6044206538349
10,40,1,1,1,1,3,274.02910776992417
10,29,1,1,0,1,6,290.80201505753917
10,35,0,1,1,1,7,282.28929493588277
10,39,0,0,0,1,7,252.6815480390997
10,14,0,1,1,0,1,267.65275518824217
10,27,0,0,1,0,1,270.3395411658169
10,29,1,1,1,1,3,285.5877398622303
10,23,1,1,1,1,4,268.7002229994687
10,44,1,0,1,0,7,279.4949947076416
10,52,1,0,0,1,0,266.9319245053065
10,6,0,1,1,1,4,253.58064909978881
10,33,1,0,1,0,6,281.09663879499436
10,35,0,0,1,1,7,263.81348043439226
10,46,1,1,1,0,2,269.4692759682597
10,50,1,0,1,1,0,252.59724155677293
10,53,1,0,0,1,1,261.6419053836447
10,0,1,0,1,0,4,268.4394965046083
10,10,0,0,1,1,2,257.9921837101195
10,44,0,0,1,1,3,271.2911232207971
10,59,0,1,0,1,7,272.557497849336
10,19,0,1,1,0,5,271.63992844373206
10,48,1,0,0,1,0,251.91035822167646
10,57,0,0,1,1,5,268.70010662477205
10,8,1,1,1,1,1,265.20151882738367
10,47,0,1,1,1,7,274.0366762438966
10,25,0,0,1,1,5,270.6125391958373
10,27,0,1,1,1,3,296.8489586509753
10,31,1,0,1,1,4,264.311172813096
10,21,1,1,1,1,4,274.12850807820587
10,27,1,0,1,0,3,282.27987827799745
10,30,0,0,1,0,1,269.2516551184399
10,1,1,0,1,0,2,260.22411940689994
10,30,0,0,1,1,5,270.34379305506616
10,31,1,0,1,0,1,273.7106882603155
10,52,1,0,0,1,2,263.7957154928021
10,40,0,1,1,1,1,270.0907766394597
10,45,0,0,1,1,5,284.6501088946595
10,47,1,1,1,1,5,273.2900544695206
10,57,1,0,1,0,5,279.83495815307316
10,58,0,1,1,1,7,270.70379838884867
10,6,0,1,1,1,1,270.3770416725199
10,40,1,1,1,0,6,273.6244983234734
10,5,1,1,1,1,2,270.3631225444192
10,21,1,1,1,0,5,287.37170295583974
10,33,1,0,1,1,5,295.0406755585103
10,18,1,0,1,1,1,267.0796689844963
10,17,1,0,1,1,6,263.31412150420203
10,54,0,1,1,1,7,293.65755792240356
10,10,1,0,1,1,5,294.5706082141306
10,32,0,0,1,0,3,264.47120450742807
10,39,1,1,0,0,6,291.8018782344001
10,42,1,0,0,1,7,274.8817296748101
10,49,0,1,1,1,6,257.0108861482562
10,7,1,1,1,0,6,291.4188690243602
10,2,0,1,1,1,1,274.49659777721865
10,10,1,0,1,0,4,278.7438217881689
10,11,1,0,1,1,1,267.3143760245618
10,41,1,1,1,0,2,269.1724999956457
10,22,1,1,1,1,3,279.48105769958465
10,34,0,1,1,0,7,274.06159000116435
10,4,0,1,1,0,4,258.7360882960395
10,40,0,1,1,1,5,267.2575070952889
10,36,0,1,1,1,5,271.88614437588086
10,38,1,0,0,1,0,258.09894954768254
10,3,0,1,1,0,5,283.62928639522335
10,19,1,1,1,0,5,287.2151204593521
10,35,0,0,0,1,2,252.87218318593816
10,36,0,1,1,0,3,284.1352211099283
10,51,1,0,0,1,3,258.83023204891913
10,3,1,1,1,0,5,292.1988470496988
10,33,0,1,1,0,4,252.71439514162188
10,25,1,0,1,0,3,272.35027252031966
10,28,1,0,0,1,0,261.0362737743667
10,56,0,1,1,1,6,261.13918364538307
10,7,0,0,1,1,3,272.7180228866893
10,53,0,1,1,1,7,288.28182131187646
10,7,0,0,1,1,5,275.4202805814115
10,25,1,1,1,0,2,279.7206144049153
10,9,1,1,1,0,3,298.1815077691031
10,2,1,1,0,1,6,280.0111211313997
10,9,1,0,1,0,2,253.45327425181168
10,32,1,1,1,1,1,264.23743384376957
10,38,1,0,0,1,1,256.75635822671444
10,54,0,0,1,1,2,263.37711694920415
10,28,1,1,1,1,1,265.9031734314096
10,38,0,0,1,1,5,270.0959720634286
10,43,1,1,1,0,6,287.7878230234884
10,44,1,1,0,1,4,266.63155788966276
